slug;flex;camber_profile;shape_type;source_name;source_url;source_checked_at;board_line
nitro-alternator-x-volcom;8;camber;directional;Official Nitro Alternator x Volcom 2026;https://www.nitrosnowboards.com/products/alternator-x-volcom-snowboard;2026-04-15
nitro-banker;8;camber;directional;Official Nitro Banker 2026;https://www.nitrosnowboards.com/products/banker-snowboard;2026-04-14
nitro-basher;7;rocker;asym-twin;Official Nitro Basher 2026;https://www.nitrosnowboards.com/products/basher-snowboard;2026-04-15
nitro-beast;9;camber;twin;Official Nitro Beast 2026;https://www.nitrosnowboards.com/products/beast-snowboard;2026-04-15
nitro-beast-x-volcom;8;camber;twin;Official Nitro Beast x Volcom 22/23;https://2324.nitrosnowboards.com/en/22-23/snowboards/beast-x-volcom;2026-04-16
nitro-beauty;7;camber;twin;Official Nitro Beauty Women's 2026;https://www.nitrosnowboards.com/products/beauty-womens-snowboard;2026-04-15
nitro-beauty-x-volcom;8;camber;twin;Official Nitro Beauty x Volcom 22/23;https://2324.nitrosnowboards.com/en/21-22/snowboards/beauty-x-volcom;2026-04-16
nitro-cinema;5;hybrid-rocker;directional-twin;Official Nitro Cinema 2026;https://www.nitrosnowboards.com/de/products/cinema-snowboard;2026-04-14
nitro-cannon-173;7;hybrid-camber;tapered-directional;Official Nitro Cannon 173 2026;https://www.nitrosnowboards.com/products/cannon-173-snowboard;2026-04-15
nitro-cannon-203;7;hybrid-camber;tapered-directional;Official Nitro Cannon 203 2026;https://www.nitrosnowboards.com/products/cannon-203-snowboard;2026-04-15
nitro-cheap-trills;5;hybrid-camber;twin;Official Nitro Cheap Thrills 2026;https://www.nitrosnowboards.com/products/cheap-thrills-snowboard;2026-04-15
nitro-cheap-trills-wide;5;hybrid-camber;twin;Official Nitro Cheap Thrills Wide 2026;https://www.nitrosnowboards.com/products/cheap-thrills-wide-snowboard;2026-04-15
nitro-dinghy;7;camber;tapered-directional;Official Nitro Dinghy 2026;https://www.nitrosnowboards.com/products/dinghy-snowboard;2026-04-15
nitro-drop;6;hybrid-camber;directional;Official Nitro Drop Women's 2026;https://www.nitrosnowboards.com/products/drop-womens-snowboard;2026-04-15
nitro-fate;5;hybrid-camber;directional-twin;Official Nitro Fate 2026;https://www.nitrosnowboards.com/products/fate-womens-snowboard;2026-04-14
nitro-fintwin;7;hybrid-camber;tapered-directional;Official Nitro Fintwin 2026;https://www.nitrosnowboards.com/products/fintwin-snowboard;2026-04-15
nitro-future-team-pro-mk;5;hybrid-camber;twin;Official Nitro Future Team Pro MK Youth 2026;https://www.nitrosnowboards.com/products/future-team-pro-mk-youth-snowboard;2026-04-15
nitro-highlander;8;camber;directional;Official Nitro Highlander 2026;https://www.nitrosnowboards.com/products/highlander-snowboard;2026-04-14
nitro-karma;7;camber;directional;Official Nitro Karma Women's 2026;https://www.nitrosnowboards.com/products/karma-womens-snowboard;2026-04-15
nitro-lectra;4;hybrid-camber;directional-twin;Official Nitro Lectra Leaf Cam-Out Women's 2026;https://www.nitrosnowboards.com/products/lectra-leaf-cam-out-womens-snowboard;2026-04-15
nitro-lectra-abstract;4;hybrid-camber;directional-twin;Official Nitro Lectra Abstract Women's 2026;https://www.nitrosnowboards.com/products/lectra-abstract-womens-snowboard;2026-04-15
nitro-eero-20-years-ltd;8;camber;twin;Official Nitro Eero Ettala Anniversary Edition 21/22;https://2324.nitrosnowboards.com/en/21-22/snowboards/eero-ettala-anniversary-edition;2026-04-16
nitro-magnum;7;hybrid-camber;directional;Official Nitro Magnum 2026;https://www.nitrosnowboards.com/products/magnum-snowboard;2026-04-15
nitro-mountain;7;hybrid-camber;tapered-directional;Official Nitro Mountain 22/23;https://2324.nitrosnowboards.com/fr/22-23/snowboards/mountain;2026-04-16
nitro-mini-thrills;2;rocker;twin;Official Nitro Mini Thrills Youth 2026;https://www.nitrosnowboards.com/products/mini-thrills-youth-snowboard;2026-04-15
nitro-mystique;4;hybrid-rocker;directional-twin;Official Nitro Mystique Women's 2026;https://www.nitrosnowboards.com/products/mystique-womens-snowboard;2026-04-15
nitro-nova;5;hybrid-camber;directional;Official Nitro Nova Women's 2026;https://www.nitrosnowboards.com/products/nova-womens-snowboard;2026-04-15
nitro-optisym;6;hybrid-camber;asym-twin;Official Nitro Optisym 2026;https://www.nitrosnowboards.com/products/optisym-snowboard;2026-04-14
nitro-optisym-drink-sexy;6;hybrid-camber;asym-twin;Official Nitro Optisym x Drink Sexy 22/23;https://2324.nitrosnowboards.com/en/22-23/snowboards/optisym-x-drink-sexy;2026-04-16
nitro-optisym-women;5;hybrid-camber;asym-twin;Official Nitro Optisym Women 2026;https://www.nitrosnowboards.com/products/optisym-womens-womens-snowboard;2026-04-16
nitro-optisym-womens;5;hybrid-camber;asym-twin;Official Nitro Optisym Women 2026;https://www.nitrosnowboards.com/products/optisym-womens-womens-snowboard;2026-04-16
nitro-optisym-womens-x-eivy;6;hybrid-camber;asym-twin;Official Nitro Optisym X Eivy 22/23;https://2324.nitrosnowboards.com/en/22-23/snowboards/optisym-x-eivy;2026-04-16
nitro-pantera;9;camber;directional;Official Nitro Pantera 2026;https://www.nitrosnowboards.com/products/pantera-snowboard;2026-04-14
nitro-pantera-wide;9;camber;directional;Official Nitro Pantera 2026;https://www.nitrosnowboards.com/products/pantera-snowboard;2026-04-14
nitro-phase;6;hybrid-camber;directional;Official Nitro Phase 2026;https://www.nitrosnowboards.com/products/phase-snowboard;2026-04-15
nitro-pow;8;rocker;tapered-directional;Official Nitro Pow 2026;https://www.nitrosnowboards.com/products/pow-snowboard;2026-04-14
nitro-prime;5;hybrid-camber;directional-twin;Official Nitro Prime Chroma Cam-Out 2026;https://www.nitrosnowboards.com/products/prime-chroma-cam-out-snowboard;2026-04-16
nitro-prime-wide;5;hybrid-camber;directional;Official Nitro Prime Raw Wide 2026;https://www.nitrosnowboards.com/products/prime-raw-wide-snowboard;2026-04-16
nitro-prime-raw;5;hybrid-camber;directional;Official Nitro Prime Raw 2026;https://www.nitrosnowboards.com/products/prime-raw-snowboard;2026-04-14
nitro-prime-raw-wide;5;hybrid-camber;directional;Official Nitro Prime Raw Wide 2026;https://www.nitrosnowboards.com/products/prime-raw-wide-snowboard;2026-04-14
nitro-mercy;4;hybrid-camber;twin;Official Nitro Mercy Women 2026;https://www.nitrosnowboards.com/products/mercy-womens-snowboard;2026-04-16
nitro-dropout;7;hybrid-camber;directional;Official Nitro Dropout 21/22;https://2324.nitrosnowboards.com/en/21-22/snowboards/dropout;2026-04-16
nitro-santoku;5;camber;twin;Official Nitro Santoku 2026;https://www.nitrosnowboards.com/products/santoku-snowboard;2026-04-15
nitro-santoku-x-drink-sexy;5;camber;twin;Official Nitro Santoku 2026 (family spec for x Drink Sexy);https://www.nitrosnowboards.com/products/santoku-snowboard;2026-04-16
nitro-smp;6;hybrid-camber;directional;Official Nitro SMP 2025;https://nitrosnowboards.com/de/products/smp-snowboard-25;2026-04-16
nitro-squash-w;6;camber;tapered-directional;Official Nitro Squash Women 21/22;https://2324.nitrosnowboards.com/de/21-22/snowboards/squash-women;2026-04-16
nitro-squash-women;6;camber;tapered-directional;Official Nitro Squash Women 21/22;https://2324.nitrosnowboards.com/de/21-22/snowboards/squash-women;2026-04-16
nitro-slash;7;camber;tapered-directional;Official Nitro Slash 2026;https://www.nitrosnowboards.com/products/slash-snowboard;2026-04-14
nitro-squash;7;camber;tapered-directional;Official Nitro Squash 2026;https://www.nitrosnowboards.com/products/squash-snowboard;2026-04-14
nitro-team-pro;8;camber;directional-twin;Official Nitro Team Pro 2026;https://www.nitrosnowboards.com/products/team-pro-snowboard;2026-04-14
nitro-team-pro-wide;8;camber;directional-twin;Official Nitro Team Pro 2026;https://www.nitrosnowboards.com/products/team-pro-snowboard;2026-04-14
nitro-team-pro-marcus-kleveland;8;camber;directional-twin;Official Nitro Team Pro Marcus Kleveland 23/24;https://2324.nitrosnowboards.com/fr/23-24/snowboards/team-pro-marcus-kleveland;2026-04-16
nitro-team-pro-sam-taxwood;8;camber;directional-twin;Official Nitro Team Pro Sam Taxwood 22/23;https://2324.nitrosnowboards.com/es/22-23/snowboards/team-pro-sam-taxwood;2026-04-16
nitro-team-gullwing;7;hybrid-rocker;directional-twin;Official Nitro Team Gullwing 21/22;https://2324.nitrosnowboards.com/en/21-22/snowboards/team-gullwing;2026-04-16
nitro-team-gullwing-wide;7;hybrid-rocker;directional-twin;Official Nitro Team Gullwing 21/22;https://2324.nitrosnowboards.com/en/21-22/snowboards/team-gullwing;2026-04-16
nitro-t1;7;hybrid-camber;twin;Official Nitro T1 2026;https://www.nitrosnowboards.com/products/t1-snowboard;2026-04-14
nitro-t1-x-fff;7;hybrid-camber;twin;Official Nitro T1 x FFF 23/24;https://2324.nitrosnowboards.com/en/23-24/snowboards/t1-x-fff;2026-04-16
nitro-t1-x-fff-wide;7;hybrid-camber;twin;Official Nitro T1 x FFF 23/24;https://2324.nitrosnowboards.com/en/23-24/snowboards/t1-x-fff;2026-04-16
nitro-t1-mid-wide;7;hybrid-camber;twin;Official Nitro T1 2026;https://www.nitrosnowboards.com/products/t1-snowboard;2026-04-14
nitro-t1-wide;7;hybrid-camber;twin;Official Nitro T1 2026;https://www.nitrosnowboards.com/products/t1-snowboard;2026-04-14
nitro-t3;9;camber;twin;Official Nitro T3 21/22;https://2324.nitrosnowboards.com/en/21-22/snowboards/t3;2026-04-16
nitro-victoria;7;camber;directional;Official Nitro Victoria Women's 2026;https://www.nitrosnowboards.com/products/victoria-womens-snowboard;2026-04-15
nitro-komplekt-ripper-kids-x-volcom-plus-charger-micro;1;rocker;twin;Official Nitro Ripper Kids x Volcom Kids 2026;https://www.nitrosnowboards.com/products/ripper-kids-x-volcom-kids-snowboard;2026-04-15
nitro-komplekt-ripper-kids-x-volcom-plus-charger-mini;1;rocker;twin;Official Nitro Ripper Kids x Volcom Kids 2026;https://www.nitrosnowboards.com/products/ripper-kids-x-volcom-kids-snowboard;2026-04-15
nitro-komplekt-ripper-kids-plus-charger-mini-white;1;rocker;twin;Official Nitro Ripper Kids Kids 2026;https://www.nitrosnowboards.com/products/ripper-kids-kids-snowboard;2026-04-15
nitro-komplekt-ripper-youth-x-volcom-plus-talent-black;2;rocker;twin;Official Nitro Ripper Youth x Volcom Youth 2026;https://www.nitrosnowboards.com/products/ripper-youth-x-volcom-youth-snowboard;2026-04-15
nitro-komplekt-ripper-youth-plus-charger;2;rocker;twin;Official Nitro Ripper Youth Youth 2026;https://www.nitrosnowboards.com/products/ripper-youth-youth-snowboard;2026-04-15
nitro-komplekt-ripper-youth-plus-talent;2;rocker;twin;Official Nitro Ripper Youth Youth 2026;https://www.nitrosnowboards.com/products/ripper-youth-youth-snowboard;2026-04-15
nitro-komplekt-spirit-kids-plus-charger-mini;1;rocker;twin;Official Nitro Spirit Kids 2026;https://www.nitrosnowboards.com/products/spirit-kids-snowboard;2026-04-15
ride-warpig;6;flat;directional;Official RIDE Warpig 2026;https://ridesnowboards.com/en-us/p/warpig-snowboard-2526;2026-04-15
ride-agenda;;hybrid-camber;;Official RIDE Agenda 2026;https://ridesnowboards.com/en-us/p/agenda-snowboard-2526;2026-04-16
ride-agenda-wide;;hybrid-camber;;Official RIDE Agenda 2026;https://ridesnowboards.com/en-us/p/agenda-snowboard-2526;2026-04-16
ride-algorythm;;hybrid-camber;;Official RIDE Algorhythm 2026;https://ridesnowboards.com/en-us/p/algorhythm-snowboard-2526;2026-04-16
ride-algorythm-wide;;hybrid-camber;;Official RIDE Algorhythm 2026;https://ridesnowboards.com/en-us/p/algorhythm-snowboard-2526;2026-04-16
ride-benchwarmer;;camber;;Official RIDE Benchwarmer 2026;https://ridesnowboards.com/en-us/p/benchwarmer-snowboard-2526;2026-04-16
ride-benchwarmer-wide;;camber;;Official RIDE Benchwarmer 2026;https://ridesnowboards.com/en-us/p/benchwarmer-snowboard-2526;2026-04-16
ride-berzerker;;camber;;Official RIDE Berzerker 2026;https://ridesnowboards.com/en-us/p/berzerker-snowboard-2526;2026-04-16
ride-berzerker-wide;;camber;;Official RIDE Berzerker 2026;https://ridesnowboards.com/en-us/p/berzerker-snowboard-2526;2026-04-16
ride-burnout;;camber;;Official RIDE Burnout 2026;https://ridesnowboards.com/en-us/p/burnout-snowboard-2526;2026-04-16
